Mã học viên,Ngày tháng năm sinh,Ngày đăng ký,Khóa học,Người đăng ký,Học phí,Thời lượng,Kết quả sau khi học,Điểm test đầu vào,Khuyến mãi (khoá tiếp theo)),"Số kỹ năng học viên muốn đăng ký(nghe, nói, đọc, viết)",Điểm test đầu ra,Mã giảng viên,Đánh giá giảng viên,Họ và tên giảng viên,Giới tính,Ngày sinh gv,Địa chỉ(quê quán gv),Số điện thoại gv,Quốc tịch giáo viên,Số kỹ năng khoá học
HV245,1996-05-20,2021-03-14,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,4.8,5%,3,8.3,GV06,3.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV245,1996-05-20,2022-12-20,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,5.2,15%,4,8.7,GV05,4.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV246,2001-04-03,2022-11-26,B1,Bản thân,1000000,tháng,Đạt,4.6,8%,2,8.2,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV246,2001-04-03,2022-08-03,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.5,15%,3,8.9,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV246,2001-04-03,2020-08-02,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,4.9,,3,8.3,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV247,2014-09-06,2022-05-24,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,5.5,8%,4,4.6,GV02,2.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,2
HV248,1997-12-21,2020-02-24,B1,Bản thân,1000000,tháng,Không đạt,5.6,5%,4,5.2,GV03,1.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV249,2012-06-20,2020-11-04,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,4.7,8%,3,3.3,GV07,1.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,2
HV250,1990-02-28,2022-10-18,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,6.8,15%,3,9.0,GV03,3.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV250,1990-02-28,2022-02-20,Pre_IELTS,Bạn bè,10000000,24 buổi,Đạt,5.5,8%,2,8.5,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV250,1990-02-28,2023-09-15,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,5.0,,4,8.6,GV05,4.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV251,2007-04-22,2023-05-07,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,5.5,8%,3,8.1,GV02,4.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV251,2007-04-22,2021-01-09,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,7.9,15%,4,8.6,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,2
HV252,1992-02-21,2021-02-28,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,6.7,15%,2,8.7,GV01,5.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV252,1992-02-21,2020-12-13,B1,Bản thân,1000000,tháng,Đạt,5.5,15%,2,8.4,GV01,3.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV252,1992-02-21,2022-11-27,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,3.5,15%,4,8.7,GV02,5.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV253,1997-10-05,2022-05-17,Pre_IELTS,Bạn bè,10000000,24 buổi,Đạt,5.0,,2,8.4,GV03,5.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV253,1997-10-05,2021-06-19,Ôn luyện THPTQG,Bạn bè,1000000,tháng,Đạt,3.7,15%,4,8.7,GV02,5.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV253,1997-10-05,2021-06-10,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.7,15%,3,8.4,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,4
HV254,1992-06-19,2020-02-13,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,6.0,8%,4,8.6,GV04,3.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV255,2004-07-15,2022-01-01,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,4.8,15%,3,8.4,GV06,5.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV255,2004-07-15,2021-07-04,Thuyết trình,Bản thân,3400000,24 buổi,Không đạt,5.4,15%,3,3.8,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV255,2004-07-15,2023-02-12,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,4.5,15%,2,8.2,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV256,1993-10-10,2021-06-12,IELTS Foundation,Bản thân,10000000,25 buổi,Không đạt,4.3,15%,2,3.9,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV256,1993-10-10,2020-03-15,IELTS Intensive,Bạn bè,10000000,25 buổi,Đạt,5.2,15%,3,8.4,GV03,5.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV257,2012-04-28,2020-04-23,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,6.0,8%,4,4.1,GV02,1.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,2
HV258,1998-12-26,2023-09-20,Pre_IELTS,Bạn bè,10000000,24 buổi,Không đạt,4.0,5%,3,3.3,GV03,4.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV258,1998-12-26,2020-04-23,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.0,8%,4,8.6,GV06,5.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV259,2008-02-01,2022-10-21,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,4.9,15%,2,8.3,GV03,1.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,2
HV259,2008-02-01,2023-09-02,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,6.5,15%,3,8.5,GV08,3.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV260,1993-03-13,2021-04-13,IELTS Intensive,Bạn bè,10000000,25 buổi,Đạt,6.2,15%,2,8.4,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV260,1993-03-13,2021-04-03,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,6.8,8%,3,8.2,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV260,1993-03-13,2022-01-16,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,4.7,8%,2,8.7,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV261,2001-08-10,2022-09-02,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,6.6,,4,8.3,GV02,1.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV262,2004-08-16,2023-07-05,B1,Bản thân,1000000,tháng,Đạt,7.1,15%,2,8.4,GV02,4.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV262,2004-08-16,2022-08-09,IELTS Foundation,Bạn bè,10000000,25 buổi,Đạt,5.2,,2,8.5,GV01,5.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV263,2014-02-03,2020-04-24,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,7.6,8%,2,4.4,GV05,1.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,2
HV264,2010-11-13,2020-06-06,English for Kids,Cha mẹ,3200000,24 buổi,Đạt,5.2,5%,4,8.5,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,2
HV264,2010-11-13,2022-02-22,English for Teens,Cha mẹ,3200000,24 buổi,,6.2,5%,4,,GV01,5.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,2
HV265,2007-05-16,2021-08-21,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,5.3,15%,3,8.3,GV04,3.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,2
HV265,2007-05-16,2023-09-01,B1,Bản thân,1000000,tháng,Đạt,5.1,15%,4,8.8,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV266,2007-01-05,2020-08-09,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Không đạt,4.7,15%,2,3.0,GV01,3.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV266,2007-01-05,2020-05-06,English for Teens,Cha mẹ,3200000,24 buổi,Không đạt,5.5,15%,4,4.7,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,2
HV267,2015-12-05,2021-01-26,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,6.4,,4,5.2,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,2
HV268,2010-02-13,2020-11-06,English for Teens,Cha mẹ,3200000,24 buổi,Không đạt,4.1,8%,4,6.0,GV04,2.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,2
HV268,2010-02-13,2020-09-09,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,6.5,15%,2,8.5,GV09,5.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV269,1993-08-23,2023-06-21,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.1,15%,2,8.8,GV07,5.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV269,1993-08-23,2021-12-23,B1,Bản thân,1000000,tháng,Không đạt,4.9,5%,4,4.7,GV03,5.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV270,2010-02-13,2021-05-28,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,4.7,15%,3,8.5,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,2
HV270,2010-02-13,2023-01-04,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,6.0,8%,2,8.7,GV01,5.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV271,1993-12-07,2020-05-13,B1,Bạn bè,1000000,tháng,Đạt,4.2,15%,3,8.4,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV271,1993-12-07,2020-08-18,Thuyết trình,Bản thân,3400000,24 buổi,Không đạt,6.7,,3,3.1,GV05,5.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV272,1997-03-24,2022-11-03,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Không đạt,4.4,8%,4,3.9,GV08,1.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV273,1990-01-24,2023-08-14,Pre_IELTS,Bản thân,10000000,24 buổi,Không đạt,4.6,,2,5.2,GV05,2.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
HV274,1998-08-19,2023-09-16,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,5.4,15%,4,8.4,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV274,1998-08-19,2022-04-15,Thuyết trình,Bạn bè,3400000,24 buổi,Đạt,6.1,5%,4,8.7,GV08,3.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV274,1998-08-19,2021-10-14,B1,Bản thân,1000000,tháng,Không đạt,6.7,8%,4,4.3,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV275,2010-06-25,2023-09-21,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,4.1,15%,2,8.5,GV09,3.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV275,2010-06-25,2021-01-05,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,5.0,15%,3,8.8,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,2
HV276,2007-11-09,2023-05-08,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,7.0,8%,2,8.9,GV06,3.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV276,2007-11-09,2022-03-19,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,6.9,8%,3,8.3,GV09,3.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,2
HV277,1994-10-19,2023-06-03,IELTS Intensive,Bản thân,10000000,25 buổi,Không đạt,6.0,,2,3.3,GV03,4.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV278,2015-09-12,2021-03-04,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,7.2,8%,3,5.5,GV09,2.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,2
HV279,2012-08-10,2020-11-02,English for Kids,Cha mẹ,3200000,24 buổi,Đạt,5.9,5%,4,8.7,GV03,1.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,2
HV280,2012-08-13,2022-01-18,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,4.0,15%,2,3.5,GV05,1.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,2
HV281,2012-05-13,2022-12-08,English for Teens,Cha mẹ,3200000,24 buổi,Không đạt,5.5,5%,3,3.4,GV05,2.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,2
HV282,2010-07-21,2023-01-20,English for Teens,Cha mẹ,3200000,24 buổi,Không đạt,4.8,,2,1.5,GV05,1.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,2
HV283,1994-11-01,2021-11-21,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,7.5,15%,3,8.4,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV283,1994-11-01,2021-01-02,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,7.1,15%,2,8.6,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV283,1994-11-01,2021-09-19,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,6.2,15%,2,8.5,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV284,2005-09-20,2020-04-01,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Không đạt,5.9,15%,2,5.2,GV05,5.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV284,2005-09-20,2021-02-15,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,6.0,5%,3,8.8,GV08,3.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,2
HV285,2002-12-17,2020-04-21,Pre_IELTS,Bản thân,10000000,24 buổi,Không đạt,5.1,15%,4,3.5,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV285,2002-12-17,2023-05-18,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,4.7,,4,8.6,GV02,5.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV286,2013-07-16,2021-09-09,English for Kids,Cha mẹ,3200000,24 buổi,Đạt,5.3,8%,2,8.8,GV02,1.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,2
HV287,1993-01-11,2021-10-23,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,4.7,,3,8.2,GV06,2.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV288,1994-06-22,2023-11-12,IELTS Foundation,Bạn bè,10000000,25 buổi,Đạt,5.6,,2,8.3,GV07,3.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV288,1994-06-22,2023-06-14,Ôn luyện THPTQG,Bản thân,1000000,tháng,Không đạt,6.1,15%,3,3.0,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV289,1993-12-27,2020-07-25,Pre_IELTS,Bạn bè,10000000,24 buổi,Không đạt,5.9,15%,2,4.0,GV03,4.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV289,1993-12-27,2023-05-18,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,5.5,15%,3,8.3,GV09,5.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV290,2004-04-12,2023-10-21,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.7,8%,2,8.7,GV07,5.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV290,2004-04-12,2020-08-25,Pre_IELTS,Bạn bè,10000000,24 buổi,Không đạt,4.3,15%,4,4.4,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV290,2004-04-12,2020-09-28,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,6.1,8%,2,8.8,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV291,1995-11-24,2022-02-26,B1,Bản thân,1000000,tháng,Đạt,5.2,8%,2,8.5,GV05,4.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV291,1995-11-24,2023-06-19,IELTS Intensive,Bạn bè,10000000,25 buổi,Không đạt,5.8,15%,4,4.3,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV291,1995-11-24,2023-07-15,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,2.7,15%,3,8.9,GV07,5.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV292,1998-01-12,2021-10-24,Thuyết trình,Bản thân,3400000,24 buổi,Không đạt,4.9,5%,2,3.7,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV293,2008-06-22,2022-01-17,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,4.4,15%,2,8.6,GV06,5.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,2
